Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2021-06-01,00:00,22.29,37.83,404.00,,,,,,34.00,57.00,-41.00,44.00,-41.00,40.00,-47.00,46.00,-47.00,58.00
2021-06-01,00:15,22.13,38.06,153.00,,,,,,16.00,52.00,-44.00,43.00,-48.00,49.00,-49.00,48.00,-47.00,56.00
2021-06-01,00:30,21.95,38.35,191.00,,,,,,22.00,32.00,-44.00,39.00,-57.00,44.00,-49.00,41.00,-47.00,47.00
2021-06-01,00:45,21.93,37.82,380.00,,,,,,10.00,22.00,-640.00,703.00,-732.00,668.00,-565.00,769.00,-436.00,727.00
2021-06-01,01:00,21.50,37.27,22.00,,,,,,3.00,11.00,-41.00,46.00,-41.00,43.00,-55.00,40.00,-40.00,39.00
2021-06-01,01:15,21.02,37.63,377.00,,,,,,1.00,48.00,-231.00,756.00,-274.00,808.00,-259.00,699.00,-215.00,622.00
2021-06-01,01:30,20.63,38.22,508.00,,,,,,38.00,46.00,-58.00,107.00,-96.00,157.00,-83.00,131.00,-63.00,146.00
2021-06-01,01:45,20.52,37.99,495.00,,,,,,36.00,46.00,-121.00,188.00,-148.00,362.00,-155.00,224.00,-132.00,186.00
2021-06-01,02:00,20.45,37.57,350.00,,,,,,16.00,47.00,-60.00,74.00,-105.00,88.00,-105.00,125.00,-88.00,115.00
2021-06-01,02:15,20.27,37.14,21.00,,,,,,45.00,46.00,-45.00,42.00,-46.00,43.00,-52.00,41.00,-47.00,47.00
2021-06-01,02:30,19.80,37.18,24.00,,,,,,45.00,47.00,-44.00,39.00,-49.00,48.00,-52.00,53.00,-44.00,47.00
2021-06-01,02:45,19.48,38.12,22.00,,,,,,45.00,47.00,-40.00,37.00,-43.00,52.00,-48.00,38.00,-42.00,43.00
2021-06-01,03:00,19.71,39.75,330.00,,,,,,26.00,47.00,-97.00,309.00,-128.00,439.00,-145.00,391.00,-98.00,287.00
2021-06-01,03:15,20.08,40.92,327.00,,,,,,1.00,45.00,-52.00,91.00,-79.00,117.00,-103.00,183.00,-74.00,164.00
2021-06-01,03:30,19.56,40.36,448.00,,,,,,1.00,1.00,-327.00,429.00,-219.00,501.00,-512.00,577.00,-580.00,549.00
2021-06-01,03:45,18.99,39.79,27.00,,,,,,1.00,1.00,-42.00,42.00,-42.00,43.00,-42.00,42.00,-48.00,45.00
2021-06-01,04:00,19.25,39.37,25.00,,,,,,1.00,1.00,-43.00,39.00,-44.00,44.00,-44.00,43.00,-39.00,47.00
2021-06-01,04:15,19.49,39.43,22.00,,,,,,1.00,1.00,-38.00,39.00,-41.00,42.00,-43.00,47.00,-45.00,40.00
2021-06-01,04:30,19.58,40.02,24.00,,,,,,1.00,1.00,-45.00,40.00,-45.00,40.00,-44.00,42.00,-44.00,46.00
2021-06-01,04:45,19.61,40.03,,,,,,,,,,,,,,,,
2021-06-01,05:00,19.58,40.56,,,,,,,,,,,,,,,,
2021-06-01,05:15,,,,,,,,,,,,,,,,,,
2021-06-01,05:30,19.66,40.24,23.00,,,,,,1.00,1.00,-42.00,55.00,-46.00,49.00,-48.00,44.00,-48.00,43.00
2021-06-01,05:45,,,,,,,,,,,,,,,,,,
2021-06-01,06:00,19.66,40.31,23.00,,,,,,1.00,1.00,-44.00,41.00,-47.00,41.00,-48.00,39.00,-45.00,42.00
2021-06-01,06:15,,,,,,,,,,,,,,,,,,
2021-06-01,06:30,19.69,40.25,21.00,,,,,,1.00,1.00,-44.00,40.00,-45.00,42.00,-45.00,43.00,-44.00,37.00
2021-06-01,06:45,,,,,,,,,,,,,,,,,,
2021-06-01,07:00,19.69,40.31,24.00,,,,,,1.00,1.00,-47.00,45.00,-46.00,43.00,-48.00,44.00,-42.00,40.00
2021-06-01,07:15,,,,,,,,,,,,,,,,,,
2021-06-01,07:30,19.65,40.29,25.00,,,,,,1.00,1.00,-39.00,40.00,-45.00,43.00,-41.00,42.00,-51.00,42.00
2021-06-01,07:45,,,,,,,,,,,,,,,,,,
2021-06-01,08:00,19.60,40.36,25.00,,,,,,1.00,1.00,-41.00,43.00,-45.00,41.00,-47.00,42.00,-51.00,44.00
2021-06-01,08:15,,,,,,,,,,,,,,,,,,
2021-06-01,08:30,19.50,40.56,23.00,,,,,,1.00,1.00,-47.00,39.00,-46.00,40.00,-44.00,41.00,-44.00,43.00
2021-06-01,08:45,,,,,,,,,,,,,,,,,,
2021-06-01,09:00,19.44,40.93,26.00,,,,,,1.00,1.00,-43.00,39.00,-44.00,43.00,-47.00,46.00,-47.00,40.00
2021-06-01,09:15,,,,,,,,,,,,,,,,,,
2021-06-01,09:30,19.40,41.13,28.00,,,,,,1.00,1.00,-42.00,43.00,-46.00,42.00,-47.00,46.00,-44.00,40.00
