Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2021-10-01,00:00,,,,,,,,,,,,,,,,,,
2021-10-01,00:15,21.21,54.26,361.00,,,,,,44.00,46.00,-50.00,67.00,-49.00,43.00,-87.00,108.00,-101.00,127.00
2021-10-01,00:30,21.41,54.80,406.00,,,,,,44.00,47.00,-56.00,87.00,-89.00,171.00,-91.00,138.00,-83.00,109.00
2021-10-01,00:45,21.48,57.94,436.00,,,,,,43.00,47.00,-46.00,63.00,-66.00,107.00,-75.00,140.00,-75.00,120.00
2021-10-01,01:00,21.22,54.95,349.00,,,,,,37.00,48.00,-104.00,223.00,-164.00,245.00,-157.00,294.00,-122.00,269.00
2021-10-01,01:15,21.04,51.20,286.00,,,,,,36.00,47.00,-68.00,133.00,-102.00,257.00,-115.00,247.00,-74.00,163.00
2021-10-01,01:30,20.98,55.00,216.00,,,,,,45.00,48.00,-44.00,48.00,-42.00,41.00,-47.00,57.00,-51.00,81.00
2021-10-01,01:45,21.04,58.75,368.00,,,,,,37.00,47.00,-71.00,102.00,-91.00,168.00,-89.00,148.00,-59.00,97.00
2021-10-01,02:00,21.07,58.88,379.00,,,,,,39.00,48.00,-77.00,129.00,-105.00,209.00,-108.00,190.00,-118.00,148.00
2021-10-01,02:15,21.43,57.31,307.00,,,,,,46.00,48.00,-88.00,238.00,-119.00,353.00,-140.00,359.00,-108.00,289.00
2021-10-01,02:30,,,,,,,,,,,,,,,,,,
2021-10-01,02:45,21.55,55.14,375.00,,,,,,37.00,48.00,-41.00,51.00,-47.00,60.00,-71.00,60.00,-57.00,64.00
2021-10-01,03:00,21.53,54.58,348.00,,,,,,44.00,47.00,-45.00,47.00,-44.00,74.00,-60.00,73.00,-73.00,64.00
2021-10-01,03:15,21.51,54.58,458.00,,,,,,1.00,47.00,-465.00,683.00,-564.00,748.00,-401.00,545.00,-285.00,456.00
2021-10-01,03:30,21.45,54.37,23.00,,,,,,2.00,2.00,-44.00,41.00,-42.00,36.00,-50.00,40.00,-37.00,42.00
2021-10-01,03:45,21.32,55.57,27.00,,,,,,2.00,2.00,-45.00,46.00,-46.00,42.00,-48.00,50.00,-52.00,46.00
2021-10-01,04:00,21.21,56.38,23.00,,,,,,2.00,2.00,-44.00,40.00,-42.00,38.00,-42.00,43.00,-42.00,37.00
2021-10-01,04:15,21.15,56.69,22.00,,,,,,2.00,2.00,-43.00,38.00,-43.00,41.00,-44.00,41.00,-47.00,41.00
2021-10-01,04:30,21.11,56.85,23.00,,,,,,2.00,2.00,-36.00,35.00,-40.00,40.00,-43.00,40.00,-42.00,38.00
2021-10-01,04:45,,,,,,,,,,,,,,,,,,
2021-10-01,05:00,21.07,56.97,23.00,,,,,,2.00,2.00,-51.00,42.00,-46.00,47.00,-47.00,48.00,-43.00,44.00
2021-10-01,05:15,21.00,57.17,21.00,,,,,,2.00,2.00,-46.00,40.00,-46.00,49.00,-48.00,44.00,-50.00,42.00
2021-10-01,05:30,20.97,57.20,24.00,,,,,,2.00,2.00,-37.00,39.00,-46.00,43.00,-41.00,44.00,-41.00,39.00
2021-10-01,05:45,,,,,,,,,,,,,,,,,,
2021-10-01,06:00,20.97,57.18,25.00,,,,,,2.00,2.00,-48.00,42.00,-45.00,38.00,-48.00,45.00,-46.00,46.00
2021-10-01,06:15,20.95,56.96,25.00,,,,,,2.00,2.00,-42.00,40.00,-41.00,44.00,-49.00,43.00,-47.00,42.00
2021-10-01,06:30,20.90,57.02,20.00,,,,,,2.00,2.00,-38.00,42.00,-41.00,40.00,-47.00,44.00,-39.00,35.00
2021-10-01,06:45,,,,,,,,,,,,,,,,,,
2021-10-01,07:00,20.88,57.01,25.00,,,,,,2.00,2.00,-41.00,38.00,-48.00,41.00,-47.00,45.00,-48.00,44.00
2021-10-01,07:15,20.85,56.89,24.00,,,,,,2.00,2.00,-46.00,44.00,-46.00,41.00,-46.00,41.00,-44.00,45.00
2021-10-01,07:30,20.80,56.80,21.00,,,,,,2.00,2.00,-41.00,34.00,-42.00,42.00,-40.00,42.00,-43.00,42.00
2021-10-01,07:45,,,,,,,,,,,,,,,,,,
2021-10-01,08:00,20.74,56.81,24.00,,,,,,2.00,2.00,-40.00,43.00,-45.00,47.00,-46.00,57.00,-42.00,41.00
2021-10-01,08:15,20.71,56.68,23.00,,,,,,2.00,2.00,-47.00,41.00,-52.00,41.00,-44.00,49.00,-45.00,42.00
2021-10-01,08:30,20.68,56.60,23.00,,,,,,2.00,2.00,-44.00,46.00,-44.00,41.00,-46.00,40.00,-39.00,50.00
2021-10-01,08:45,20.58,57.08,25.00,,,,,,2.00,2.00,-39.00,42.00,-40.00,40.00,-44.00,44.00,-40.00,41.00
