Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2021-03-01,00:00,21.98,29.89,264.00,,,,,,43.00,45.00,-43.00,51.00,-55.00,57.00,-46.00,45.00,-51.00,48.00
2021-03-01,00:15,21.75,29.57,544.00,,,,,,44.00,45.00,-46.00,60.00,-45.00,74.00,-63.00,86.00,-54.00,71.00
2021-03-01,00:30,21.78,29.01,24.00,,,,,,44.00,45.00,-42.00,42.00,-41.00,42.00,-45.00,48.00,-46.00,42.00
2021-03-01,00:45,21.70,28.90,413.00,,,,,,43.00,45.00,-41.00,45.00,-45.00,48.00,-65.00,86.00,-85.00,116.00
2021-03-01,01:00,21.66,28.93,544.00,,,,,,42.00,46.00,-80.00,101.00,-81.00,158.00,-118.00,159.00,-100.00,199.00
2021-03-01,01:15,22.37,29.04,240.00,,,,,,44.00,45.00,-40.00,42.00,-45.00,50.00,-52.00,53.00,-37.00,40.00
2021-03-01,01:30,22.47,28.44,518.00,,,,,,43.00,45.00,-56.00,73.00,-53.00,50.00,-89.00,97.00,-103.00,122.00
2021-03-01,01:45,22.01,28.80,533.00,,,,,,26.00,45.00,-134.00,345.00,-146.00,436.00,-190.00,340.00,-183.00,387.00
2021-03-01,02:00,22.03,29.11,355.00,,,,,,28.00,45.00,-56.00,76.00,-72.00,97.00,-90.00,137.00,-77.00,145.00
2021-03-01,02:15,22.14,28.25,27.00,,,,,,44.00,45.00,-46.00,47.00,-44.00,44.00,-43.00,47.00,-51.00,43.00
2021-03-01,02:30,22.12,28.46,454.00,,,,,,32.00,45.00,-99.00,104.00,-114.00,211.00,-126.00,143.00,-131.00,117.00
2021-03-01,02:45,22.61,27.92,430.00,,,,,,42.00,45.00,-61.00,87.00,-86.00,93.00,-107.00,158.00,-83.00,133.00
2021-03-01,03:00,22.22,28.10,403.00,,,,,,43.00,45.00,-46.00,52.00,-69.00,84.00,-61.00,133.00,-75.00,144.00
2021-03-01,03:15,21.59,28.31,492.00,,,,,,43.00,45.00,-49.00,52.00,-54.00,77.00,-73.00,85.00,-61.00,64.00
2021-03-01,03:30,21.92,28.13,376.00,,,,,,11.00,45.00,-277.00,276.00,-233.00,244.00,-289.00,303.00,-355.00,411.00
2021-03-01,03:45,21.36,28.42,397.00,,,,,,42.00,44.00,-42.00,45.00,-45.00,43.00,-42.00,41.00,-40.00,45.00
2021-03-01,04:00,20.94,28.55,210.00,,,,,,42.00,45.00,-47.00,70.00,-61.00,80.00,-51.00,113.00,-55.00,104.00
2021-03-01,04:15,21.38,28.13,119.00,,,,,,43.00,45.00,-49.00,43.00,-55.00,78.00,-46.00,75.00,-48.00,46.00
2021-03-01,04:30,21.00,28.75,506.00,,,,,,18.00,44.00,-367.00,862.00,-705.00,1363.00,-521.00,1328.00,-449.00,893.00
2021-03-01,04:45,20.52,29.27,450.00,,,,,,0.00,45.00,-57.00,42.00,-57.00,53.00,-80.00,51.00,-107.00,75.00
2021-03-01,05:00,,,,,,,,,,,,,,,,,,
2021-03-01,05:15,19.97,28.68,23.00,,,,,,1.00,1.00,-49.00,38.00,-44.00,44.00,-46.00,46.00,-46.00,41.00
2021-03-01,05:30,19.16,28.71,24.00,,,,,,1.00,1.00,-46.00,39.00,-43.00,51.00,-45.00,40.00,-43.00,44.00
2021-03-01,05:45,18.66,28.71,25.00,,,,,,1.00,1.00,-42.00,46.00,-38.00,47.00,-41.00,44.00,-48.00,42.00
2021-03-01,06:00,,,,,,,,,,,,,,,,,,
2021-03-01,06:15,18.32,28.71,22.00,,,,,,1.00,1.00,-49.00,39.00,-43.00,39.00,-43.00,42.00,-43.00,42.00
2021-03-01,06:30,17.77,28.98,23.00,,,,,,1.00,1.00,-41.00,38.00,-41.00,42.00,-42.00,43.00,-47.00,44.00
2021-03-01,06:45,17.43,29.15,29.00,,,,,,1.00,1.00,-42.00,40.00,-40.00,42.00,-41.00,38.00,-45.00,47.00
2021-03-01,07:00,,,,,,,,,,,,,,,,,,
2021-03-01,07:15,17.19,29.23,29.00,,,,,,1.00,1.00,-42.00,40.00,-46.00,42.00,-43.00,39.00,-44.00,39.00
2021-03-01,07:30,16.74,29.58,24.00,,,,,,1.00,1.00,-42.00,41.00,-40.00,40.00,-44.00,37.00,-41.00,45.00
2021-03-01,07:45,16.46,29.63,22.00,,,,,,1.00,1.00,-39.00,41.00,-42.00,40.00,-43.00,42.00,-47.00,37.00
2021-03-01,08:00,16.26,29.70,22.00,,,,,,1.00,1.00,-37.00,43.00,-43.00,37.00,-47.00,42.00,-39.00,44.00
2021-03-01,08:15,16.72,29.15,24.00,,,,,,1.00,1.00,-48.00,39.00,-46.00,46.00,-39.00,43.00,-42.00,39.00
2021-03-01,08:30,16.93,29.40,24.00,,,,,,1.00,1.00,-41.00,41.00,-45.00,42.00,-47.00,46.00,-42.00,38.00
2021-03-01,08:45,16.45,30.24,24.00,,,,,,1.00,1.00,-39.00,42.00,-45.00,41.00,-46.00,39.00,-41.00,41.00
2021-03-01,09:00,16.23,30.18,24.00,,,,,,1.00,1.00,-38.00,36.00,-45.00,39.00,-43.00,43.00,-39.00,44.00
2021-03-01,09:15,16.70,28.91,23.00,,,,,,1.00,1.00,-38.00,43.00,-47.00,43.00,-47.00,42.00,-44.00,44.00
2021-03-01,09:30,16.82,29.63,24.00,,,,,,1.00,1.00,-42.00,42.00,-45.00,41.00,-43.00,40.00,-48.00,46.00
2021-03-01,09:45,16.28,30.41,24.00,,,,,,1.00,1.00,-38.00,39.00,-45.00,36.00,-40.00,37.00,-40.00,44.00
2021-03-01,10:00,16.70,28.65,26.00,,,,,,1.00,1.00,-38.00,37.00,-39.00,42.00,-38.00,43.00,-42.00,46.00
2021-03-01,10:15,17.03,29.12,25.00,,,,,,1.00,1.00,-40.00,35.00,-40.00,46.00,-51.00,39.00,-41.00,38.00
2021-03-01,10:30,16.34,30.32,24.00,,,,,,1.00,1.00,-45.00,35.00,-58.00,42.00,-45.00,41.00,-40.00,45.00
2021-03-01,10:45,17.00,28.56,24.00,,,,,,1.00,1.00,-41.00,39.00,-41.00,40.00,-42.00,40.00,-43.00,39.00
2021-03-01,11:00,16.90,29.50,19.00,,,,,,1.00,1.00,-43.00,36.00,-39.00,37.00,-41.00,41.00,-39.00,35.00
